CustomerID,Age,Gender,City,AnnualIncome,MembershipTier,PreferredChannel,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketValue,Segment,PC1,PC2,SegmentName
CUST-10265,29.0,Male,Boston,45248.04,Platinum,Online,47,38,8,965.75,37.39,4,-0.4358547033893058,-0.6661996706193757,Budget Shoppers
CUST-10960,31.0,Male,Houston,49909.56,Basic,Mobile App,5,56,3,147.58,35.24,0,-1.8913336837068446,0.42234663668184486,New / Low-Engagement
CUST-10779,25.0,Female,Chicago,26024.45,Basic,In-Store,6,75,1,208.08,59.51,0,-2.4877587721773358,0.5220517035353374,New / Low-Engagement
CUST-11153,26.0,Female,Seattle,31506.25,Gold,Online,18,14,15,1367.83,47.45,3,-0.7632652690164736,-1.2115620784749621,Young Digital Shoppers
CUST-10262,59.0,Female,Atlanta,44718.88,Silver,In-Store,26,35,15,713.42,29.43,4,0.05184604714726936,-0.3227394142529037,Budget Shoppers
CUST-10070,46.0,Male,Denver,36897.89,Basic,In-Store,38,32,21,749.22,27.07,4,0.11660148045015625,-1.1190079263474588,Budget Shoppers
CUST-10030,41.0,Male,New York,43984.09,Basic,Online,36,30,14,873.32,25.64,4,-0.1634999935808707,-0.8061638874186526,Budget Shoppers
CUST-10860,25.0,Male,Miami,36264.3,Basic,Online,2,44,1,132.0,71.12,0,-2.184930591431361,0.2460573582536087,New / Low-Engagement
CUST-10871,25.0,Non-Binary,Atlanta,43197.98,Basic,Online,1,77,3,155.96,68.77,0,-2.327980461377171,0.7630176524988871,New / Low-Engagement
CUST-10601,59.0,Female,Phoenix,87757.46,Basic,Online,22,56,8,1924.78,440.57,1,1.451640816893546,2.6578330682350875,Occasional Big Spenders
CUST-10230,26.0,Male,Miami,42545.95,Basic,Online,20,37,12,976.49,14.08,3,-1.0813419903721506,-0.7388460159999344,Young Digital Shoppers
CUST-10497,38.0,Female,Chicago,97443.25,Basic,Online,38,15,34,4821.53,130.07,2,2.8313377828507895,-0.9604182239488638,High-Value Loyalists
CUST-10282,48.0,Female,Boston,31656.05,Gold,In-Store,37,27,11,599.3,31.23,4,-0.26152709084255854,-0.7289946422715434,Budget Shoppers
CUST-10443,51.0,Male,Austin,123850.86,Basic,Online,38,2,26,2905.41,133.73,2,2.7383378775589726,-0.24367624701122895,High-Value Loyalists
CUST-10327,36.0,Female,Phoenix,20120.02,Silver,In-Store,30,13,8,631.25,38.35,4,-0.8538069745574544,-1.0441297088735666,Budget Shoppers
CUST-10962,26.0,Male,New York,60563.2,Silver,Mobile App,2,86,1,177.89,81.3,0,-2.1656048156669825,1.2671272647932976,New / Low-Engagement
CUST-10572,33.0,Male,Phoenix,92623.23,Basic,Mobile App,10,61,4,1852.1,451.1,1,0.35083780226648376,2.7201102057632376,Occasional Big Spenders
CUST-10627,28.0,Male,Los Angeles,143900.21,Basic,Online,23,34,2,2511.5,281.61,1,1.1417804359091763,2.0397001508640065,Occasional Big Spenders
CUST-10985,31.0,Female,Portland,31956.04,Gold,In-Store,6,82,2,70.71,24.73,0,-2.4011004885986047,0.6123288660596165,New / Low-Engagement
CUST-11122,31.0,Female,Phoenix,41679.62,Silver,Online,6,2,25,1842.07,40.96,3,-0.18948170952919083,-1.5506320461025016,Young Digital Shoppers
CUST-10304,33.0,Non-Binary,Portland,36526.74,Silver,In-Store,34,16,11,641.54,30.26,4,-0.5713644124349363,-1.0733979380049616,Budget Shoppers
CUST-10332,39.0,Male,Boston,24454.85,Silver,In-Store,31,24,16,716.0,17.97,4,-0.5310964362398517,-1.238758551328488,Budget Shoppers
CUST-10935,22.0,Male,Atlanta,52783.52,Silver,In-Store,5,75,3,200.03,36.37,0,-2.2401447796183107,0.6097197383572706,New / Low-Engagement
CUST-10769,30.0,Male,Miami,27622.5,Basic,Online,4,103,2,134.04,72.73,0,-2.573510776488451,1.1060889151887197,New / Low-Engagement
CUST-11057,18.0,Female,Houston,46149.5,Silver,Online,9,26,18,1286.65,34.65,3,-1.0569487235551402,-1.0736055806156057,Young Digital Shoppers
CUST-10159,34.0,Female,Los Angeles,51164.25,Basic,Online,9,18,7,1064.93,46.39,3,-0.916358908509302,-0.3003884679148819,Young Digital Shoppers
CUST-10425,43.0,Female,New York,87600.58,Basic,Online,49,9,33,3535.23,144.48,2,2.728251604679992,-1.111910450959088,High-Value Loyalists
CUST-10852,28.0,Female,New York,51754.65,Silver,Online,1,71,1,100.2,64.04,0,-2.18549218919815,0.8948545164862381,New / Low-Engagement
CUST-10488,58.0,Female,New York,73336.05,Basic,Online,70,16,41,4262.76,154.17,2,3.917053474485256,-1.488654837160003,High-Value Loyalists
CUST-10317,39.0,Male,Chicago,44161.28,Silver,Online,26,17,10,998.74,23.73,4,-0.43899883248911836,-0.7494003359481657,Budget Shoppers
CUST-10263,30.0,Male,Portland,44650.6,Basic,In-Store,10,22,11,872.93,25.98,3,-1.0907019059551557,-0.670326882421245,Young Digital Shoppers
CUST-10099,71.0,Female,Houston,33501.72,Gold,Mobile App,13,33,6,627.66,40.77,4,-0.36174069052548824,0.3393131025021367,Budget Shoppers
CUST-10717,42.0,Female,Houston,121045.53,Basic,Online,10,37,5,1067.99,447.33,1,0.9302370769360958,2.766728152135815,Occasional Big Spenders
CUST-11030,26.0,Female,Boston,42060.19,Basic,Online,19,6,21,893.97,18.92,3,-0.5521325040199087,-1.6291851509460393,Young Digital Shoppers
CUST-10848,18.0,Female,Houston,50498.88,Silver,Mobile App,2,52,1,144.81,5.0,0,-2.413614737351759,0.14172746096496075,New / Low-Engagement
CUST-11148,27.0,Female,Austin,54423.8,Basic,Online,19,18,19,561.42,10.32,3,-0.667146729444523,-1.2166975251512913,Young Digital Shoppers
CUST-10138,52.0,Male,Los Angeles,26309.11,Platinum,In-Store,40,28,12,886.44,32.36,4,-0.029328135458883266,-0.7841802452802702,Budget Shoppers
CUST-10563,59.0,Male,Denver,85077.61,Silver,In-Store,29,15,3,1701.69,437.33,1,1.6736468375184397,2.110633730483713,Occasional Big Spenders
CUST-10059,21.0,Female,Miami,43068.78,Silver,In-Store,28,45,14,888.16,15.75,3,-1.048494143910928,-0.8712407146181542,Young Digital Shoppers
CUST-10621,55.0,Female,Los Angeles,130242.5,Silver,In-Store,27,25,2,2396.58,427.7,1,2.1771185404433204,2.7730996821378175,Occasional Big Spenders
CUST-10967,28.0,Female,Boston,37906.2,Gold,In-Store,6,41,1,46.94,51.33,0,-2.0390775607667573,0.13835110993178004,New / Low-Engagement
CUST-11077,20.0,Female,Phoenix,47088.46,Gold,Mobile App,11,26,11,1214.92,49.26,3,-1.175472081594446,-0.6608007482854854,Young Digital Shoppers
CUST-11191,24.0,Male,Denver,39613.98,Platinum,Mobile App,20,20,11,860.16,31.8,3,-1.0594843332704758,-0.9573789719069401,Young Digital Shoppers
CUST-10732,52.0,Male,Atlanta,163645.67,Silver,Online,40,34,9,1523.9,362.62,1,2.5497072806408148,2.504551393292212,Occasional Big Spenders
CUST-10844,27.0,Female,Austin,39623.81,Basic,Online,4,48,0,97.96,56.75,0,-2.1551531257312626,0.34675049625527904,New / Low-Engagement
CUST-10665,26.0,Female,Miami,101861.5,Gold,Online,30,112,4,2860.36,247.22,1,0.155896625897323,2.425332462802761,Occasional Big Spenders
CUST-11096,29.0,Female,New York,54736.44,Basic,Online,14,8,26,1094.22,40.12,3,-0.1540419251045224,-1.479382530828775,Young Digital Shoppers
CUST-10252,61.0,Male,Atlanta,47420.85,Silver,Online,2,30,15,511.82,28.37,4,-0.4408815016470342,-0.0616174221994633,Budget Shoppers
CUST-10041,28.0,Female,Seattle,58427.93,Gold,Online,1,28,16,679.56,32.37,3,-1.103778271919164,-0.5475635857031608,Young Digital Shoppers
CUST-10116,33.0,Female,Portland,37545.11,Silver,In-Store,34,24,9,728.62,19.57,4,-0.6922908187856616,-0.8850775082641084,Budget Shoppers
CUST-10677,77.0,Male,Portland,132856.22,Silver,Online,37,71,0,2853.42,394.1,1,2.6491478744116415,3.752376714497371,Occasional Big Spenders
CUST-10982,23.0,Female,Denver,30432.19,Silver,Online,1,84,3,107.74,38.52,0,-2.6909772371376217,0.5584211169316258,New / Low-Engagement
CUST-10640,57.0,Female,Denver,112442.39,Silver,In-Store,25,13,5,2607.51,531.66,1,2.478371055286195,2.7294476340560343,Occasional Big Spenders
CUST-10016,34.0,Female,Chicago,45695.02,Basic,Online,41,31,10,626.01,21.62,4,-0.4527213982451952,-0.7787586538060813,Budget Shoppers
CUST-11042,20.0,Female,Phoenix,44406.89,Gold,Online,6,30,18,1005.22,41.59,3,-1.2033446743554441,-0.9327426746179226,Young Digital Shoppers
CUST-10558,54.0,Male,Los Angeles,130770.64,Basic,In-Store,45,14,23,4197.56,132.55,2,3.281928554651502,0.1408077945723183,High-Value Loyalists
CUST-10554,36.0,Female,Seattle,89425.48,Platinum,Online,40,15,33,5171.31,130.92,2,2.802644880502501,-1.0622921877874787,High-Value Loyalists
CUST-11041,20.0,Male,Phoenix,44708.51,Basic,Online,21,19,19,800.08,30.62,3,-0.8171494566947609,-1.3734417319530536,Young Digital Shoppers
CUST-10082,55.0,Female,Miami,37960.89,Silver,Online,29,29,10,626.08,27.22,4,-0.22895668926708754,-0.37815367958582935,Budget Shoppers
CUST-10684,63.0,Female,Miami,100962.9,Gold,Online,35,62,6,1909.63,446.21,1,1.9173823814085256,2.9468573028151934,Occasional Big Spenders
CUST-10564,46.0,Male,Denver,83421.41,Platinum,Online,15,38,9,1996.75,423.42,1,1.051744412195655,2.056910570795937,Occasional Big Spenders
CUST-10528,57.0,Male,Miami,64587.36,Platinum,Online,68,11,17,4971.44,93.22,2,3.0309654723189294,-0.7982019383984881,High-Value Loyalists
CUST-10259,61.0,Female,Seattle,36653.07,Platinum,Online,30,24,17,501.3,34.12,4,0.20058057880634367,-0.6813184287469093,Budget Shoppers
CUST-10812,37.0,Male,New York,63663.64,Basic,In-Store,5,12,1,72.74,31.02,3,-1.2845292568783524,0.06425866149832608,Young Digital Shoppers
CUST-10085,27.0,Male,Atlanta,51488.04,Silver,Online,49,43,19,932.24,32.97,4,-0.047578367399823324,-1.1045688695742395,Budget Shoppers
CUST-10266,37.0,Female,Miami,33181.49,Basic,Online,32,17,10,598.2,25.61,4,-0.6198338032591498,-0.9783860727798697,Budget Shoppers
CUST-10719,60.0,Female,Austin,102357.48,Basic,Mobile App,21,67,4,2283.23,277.81,1,1.141866197581352,2.5321779952533503,Occasional Big Spenders
CUST-11032,22.0,Male,Atlanta,46983.08,Gold,Mobile App,10,18,12,784.39,24.18,3,-1.2426573126734588,-0.8988066920676303,Young Digital Shoppers
CUST-11080,24.0,Female,Houston,56544.68,Basic,Online,7,22,22,755.47,40.72,3,-0.7945090288870301,-1.0501004914403391,Young Digital Shoppers
CUST-10942,33.0,Male,Phoenix,42747.72,Gold,Online,2,58,1,69.98,27.83,0,-2.1264711086095476,0.49989008236396254,New / Low-Engagement
CUST-10142,30.0,Non-Binary,Chicago,39245.15,Basic,Online,34,5,10,888.99,17.14,3,-0.5101033152985857,-1.2760253145989529,Young Digital Shoppers
CUST-10703,46.0,Male,Atlanta,104617.57,Basic,Mobile App,14,50,9,1385.68,473.83,1,1.1167194100031423,2.7261088747387783,Occasional Big Spenders
CUST-10176,61.0,Female,Phoenix,57701.95,Basic,In-Store,39,26,11,486.87,16.83,4,0.4064893053129071,-0.29456961050517744,Budget Shoppers
CUST-10647,50.0,Male,Portland,120386.9,Basic,Mobile App,1,41,1,2581.15,521.77,1,1.4263996808775465,3.5751449049068174,Occasional Big Spenders
CUST-10065,31.0,Female,Miami,33763.61,Gold,Online,35,10,15,720.63,36.43,3,-0.40808575620759113,-1.40928768897815,Young Digital Shoppers
CUST-11055,28.0,Female,New York,33491.5,Gold,Mobile App,15,22,21,930.71,31.81,3,-0.7925366082585381,-1.3405726554810562,Young Digital Shoppers
CUST-10180,37.0,Female,Miami,28418.16,Silver,Online,27,24,13,478.57,10.39,4,-0.8265090336895504,-1.0715905529169347,Budget Shoppers
CUST-10598,64.0,Male,Portland,100274.46,Gold,In-Store,13,59,6,1504.63,455.03,1,1.3409403212685573,3.2002068941423523,Occasional Big Spenders
CUST-10454,43.0,Female,Los Angeles,82627.04,Gold,Online,44,11,16,3863.05,69.22,2,1.8730349455432227,-0.6032686518376456,High-Value Loyalists
CUST-11154,18.0,Female,Portland,41402.14,Silver,Online,18,28,30,1174.43,36.63,3,-0.5425479774353003,-1.7582050734491685,Young Digital Shoppers
CUST-11196,26.0,Male,Los Angeles,42922.49,Platinum,In-Store,12,10,15,861.22,55.98,3,-0.8678073752426151,-1.0343460747163533,Young Digital Shoppers
CUST-10934,28.0,Female,Phoenix,30134.36,Platinum,In-Store,1,92,2,143.09,92.13,0,-2.523346336928143,1.0439308919133887,New / Low-Engagement
CUST-10088,54.0,Female,Houston,21848.99,Silver,In-Store,31,35,14,584.15,37.93,4,-0.31540902292785283,-0.6579151773748487,Budget Shoppers
CUST-10481,46.0,Female,Phoenix,66817.32,Basic,In-Store,25,11,17,3205.81,146.12,2,1.3159718176029291,-0.24119912066527147,High-Value Loyalists
CUST-10257,58.0,Female,Phoenix,39787.82,Basic,Online,30,25,10,550.34,32.42,4,-0.07967145765539599,-0.35817213519588614,Budget Shoppers
CUST-10847,25.0,Male,Miami,34134.04,Gold,In-Store,2,63,3,144.49,60.33,0,-2.3251657010925597,0.38373674578878414,New / Low-Engagement
CUST-10388,50.0,Female,Seattle,74894.82,Silver,Online,40,12,21,3742.56,90.52,2,2.047661819265863,-0.6570255888724639,High-Value Loyalists
CUST-10364,37.0,Male,Boston,97619.1,Silver,Online,26,6,27,4497.79,160.15,2,2.3284056820704278,-0.5239140967845799,High-Value Loyalists
CUST-10450,73.0,Female,Chicago,105887.3,Basic,Online,15,10,35,2576.03,154.31,2,2.75941182037952,-0.020354966553922257,High-Value Loyalists
CUST-10720,57.0,Female,Miami,108951.5,Gold,In-Store,22,65,5,841.97,405.14,1,1.0508589347890116,3.006494024247237,Occasional Big Spenders
CUST-10207,37.0,Female,New York,38130.96,Gold,In-Store,30,24,7,655.49,18.9,4,-0.7634978763758741,-0.6719342013813223,Budget Shoppers
CUST-11060,19.0,Male,Phoenix,36880.63,Basic,Online,7,11,23,623.42,38.71,3,-1.1001171383372799,-1.6027375759192688,Young Digital Shoppers
CUST-10368,45.0,Male,Portland,104240.56,Silver,Online,13,4,26,2414.8,145.13,2,1.5978532743924245,-0.21187122807071893,High-Value Loyalists
CUST-10213,40.0,Female,Houston,41207.73,Basic,In-Store,35,16,19,540.44,36.67,4,-0.03975616856750867,-1.2569070123445352,Budget Shoppers
CUST-10290,46.0,Non-Binary,Chicago,47009.87,Basic,Online,17,22,7,427.57,32.31,4,-0.7329312942636366,-0.2350347454482099,Budget Shoppers
CUST-11046,26.0,Male,Phoenix,54257.78,Silver,Mobile App,23,21,11,769.15,50.56,3,-0.7433552467498338,-0.6871161457133367,Young Digital Shoppers
CUST-10470,53.0,Non-Binary,Denver,95433.88,Silver,Online,53,12,35,4417.44,170.76,2,3.5846220847452357,-0.8235811536186931,High-Value Loyalists
CUST-10545,50.0,Female,Miami,91879.16,Silver,In-Store,51,9,19,3743.17,197.37,2,2.7270507359851357,-0.08059636125466826,High-Value Loyalists
CUST-10337,59.0,Female,Boston,40415.74,Silver,Online,58,16,16,1099.83,30.44,4,1.061552734362275,-1.0908219852944225,Budget Shoppers
CUST-10557,40.0,Male,Boston,62352.17,Gold,In-Store,24,3,21,3801.89,181.9,2,1.5578733112224399,-0.5469743829263752,High-Value Loyalists
CUST-11054,26.0,Male,Austin,39952.54,Silver,Online,14,33,23,916.17,51.88,3,-0.7690890525195881,-1.11906368977913,Young Digital Shoppers
CUST-10966,26.0,Female,Boston,18135.34,Basic,Online,1,65,0,152.51,73.06,0,-2.6126607713414116,0.4480947081189441,New / Low-Engagement
CUST-10667,54.0,Female,Houston,137368.1,Gold,Online,29,23,4,888.15,343.11,1,1.6824620375750285,2.326506300094625,Occasional Big Spenders
CUST-11128,25.0,Male,Atlanta,36073.42,Gold,Online,28,31,14,660.23,60.71,3,-0.8783038023084269,-0.9185105428290771,Young Digital Shoppers
CUST-10008,40.0,Male,Chicago,39804.88,Gold,Online,32,31,21,589.82,24.39,4,-0.19783059676301068,-1.145607595287192,Budget Shoppers
CUST-11070,27.0,Female,New York,36372.32,Silver,In-Store,10,11,20,956.86,40.2,3,-0.8118930040173734,-1.3577604160995496,Young Digital Shoppers
CUST-10986,31.0,Male,Chicago,46729.28,Silver,In-Store,3,54,3,76.26,77.79,0,-1.8838288749880603,0.5567305166368282,New / Low-Engagement
CUST-11101,28.0,Male,Atlanta,34339.68,Silver,In-Store,11,17,29,830.62,54.06,3,-0.5352210163061916,-1.6444758408294189,Young Digital Shoppers
CUST-10649,52.0,Female,Seattle,145995.48,Basic,In-Store,10,88,5,2625.78,392.12,1,1.4632088370205614,3.82064291580438,Occasional Big Spenders
CUST-10723,48.0,Female,Miami,136820.28,Basic,Online,1,77,3,2795.67,206.76,1,0.671102354282252,2.876050062633818,Occasional Big Spenders
CUST-10696,53.0,Female,Phoenix,133088.55,Platinum,Online,21,109,4,2270.1,416.67,1,1.3106863339258321,4.040533231011655,Occasional Big Spenders
CUST-10518,31.0,Male,Atlanta,102342.4,Silver,In-Store,28,12,34,3731.67,203.39,2,2.3162408420080034,-0.6451508948629878,High-Value Loyalists
CUST-10403,32.0,Non-Binary,Chicago,108521.46,Silver,Mobile App,56,13,32,2913.42,72.97,2,2.4181922350770586,-1.3285904683564074,High-Value Loyalists
CUST-10734,53.0,Female,Houston,126882.58,Silver,Online,29,25,4,1852.77,439.96,1,2.0476709975419247,2.631718292735943,Occasional Big Spenders
CUST-10713,62.0,Male,Houston,97333.97,Silver,Mobile App,32,68,6,1554.87,377.94,1,1.447170593550547,2.724701265194379,Occasional Big Spenders
CUST-11200,21.0,Female,Seattle,49840.74,Silver,Online,18,25,16,365.49,46.4,3,-1.0529491687165575,-0.9577763911828393,Young Digital Shoppers
CUST-10885,40.0,Female,New York,69693.87,Basic,Online,7,100,2,48.1,43.06,0,-1.770485293892231,1.5720950052679001,New / Low-Engagement
CUST-10144,37.0,Female,New York,27372.67,Platinum,Online,21,24,16,752.15,32.31,4,-0.7341210057670746,-1.0606836046158794,Budget Shoppers
CUST-11068,24.0,Male,Chicago,29414.9,Silver,Online,13,21,14,853.65,18.44,3,-1.2895576512981828,-1.1796827321296117,Young Digital Shoppers
CUST-10819,43.0,Female,New York,56734.57,Basic,In-Store,1,83,2,28.22,59.87,0,-1.815545689088981,1.339040272839615,New / Low-Engagement
CUST-10560,50.0,Non-Binary,Chicago,71406.32,Platinum,Online,52,8,40,1955.01,181.47,2,2.6056187433440643,-1.4122894190554645,High-Value Loyalists
CUST-10881,18.0,Male,Denver,39721.96,Basic,Online,2,114,2,205.81,53.72,0,-2.906238230509962,1.1621702462299088,New / Low-Engagement
CUST-10360,46.0,Male,Seattle,125645.0,Gold,In-Store,42,2,15,2250.47,157.46,2,2.18048690064481,0.26008682079387463,High-Value Loyalists
CUST-10495,41.0,Female,New York,87943.14,Platinum,Online,41,19,32,4355.58,123.4,2,2.590959175919842,-0.9297632096754028,High-Value Loyalists
CUST-10664,55.0,Male,Austin,134881.53,Gold,In-Store,42,55,7,2791.45,378.57,1,2.5146733976185724,2.689799407037912,Occasional Big Spenders
CUST-10100,27.0,Male,Seattle,40546.4,Silver,In-Store,46,28,18,614.07,33.56,3,-0.2658199666724741,-1.3913783716142505,Young Digital Shoppers
CUST-10704,36.0,Female,Atlanta,147471.89,Silver,Mobile App,29,27,9,2244.15,490.77,1,2.2516645389866103,2.600525186363226,Occasional Big Spenders
CUST-10929,32.0,Male,Los Angeles,48679.5,Silver,Mobile App,2,59,2,66.86,39.65,0,-2.025146979914363,0.5730155395444305,New / Low-Engagement
CUST-10060,34.0,Female,Miami,29301.46,Silver,In-Store,22,34,15,436.24,32.12,3,-0.9903587625868284,-0.8964415725730004,Young Digital Shoppers
CUST-10326,43.0,Male,Portland,43267.56,Basic,Online,56,13,23,787.53,16.55,4,0.7506362046754061,-1.7453744460880467,Budget Shoppers
CUST-10012,57.0,Female,Phoenix,29887.03,Platinum,Mobile App,17,12,14,635.35,20.67,4,-0.28522669735466466,-0.7872467597017779,Budget Shoppers
CUST-10539,44.0,Male,Austin,69866.52,Basic,Online,63,10,21,2758.17,164.94,2,2.225856947625417,-0.8063508867106216,High-Value Loyalists
CUST-10875,50.0,Non-Binary,Denver,33357.17,Basic,Mobile App,3,75,2,98.94,35.86,0,-1.8425224784888605,0.9269960345541184,New / Low-Engagement
CUST-11071,26.0,Female,Denver,51656.52,Basic,Online,11,4,16,785.87,34.14,3,-0.7705921905643472,-1.1541115950901002,Young Digital Shoppers
CUST-10762,35.0,Male,Chicago,26014.47,Silver,In-Store,8,94,2,98.39,57.49,0,-2.3370803478976345,0.9178278551449945,New / Low-Engagement
CUST-10845,20.0,Female,Chicago,41393.33,Gold,Mobile App,1,66,2,178.06,67.88,0,-2.4229147029137694,0.5231773890862158,New / Low-Engagement
CUST-10075,47.0,Female,Los Angeles,26453.08,Silver,Online,48,38,12,724.16,40.71,4,-0.09571524239459053,-0.7671816491096576,Budget Shoppers
CUST-10549,36.0,Male,New York,75325.21,Basic,In-Store,71,6,29,5197.21,174.5,2,3.3902061431701935,-1.3617971950329442,High-Value Loyalists
CUST-10585,50.0,Female,Denver,145219.73,Basic,In-Store,27,76,6,1646.56,525.27,1,1.924790387499136,3.9047680556420405,Occasional Big Spenders
CUST-10087,42.0,Non-Binary,Miami,22746.76,Platinum,In-Store,49,18,13,603.68,19.42,4,-0.14082640896381962,-1.366145487318634,Budget Shoppers
CUST-10189,23.0,Male,Atlanta,50007.56,Basic,Mobile App,38,40,25,493.76,44.08,3,-0.3129785278973955,-1.34664084514027,Young Digital Shoppers
CUST-10858,30.0,Female,Houston,38583.57,Platinum,Mobile App,4,102,2,77.0,43.95,0,-2.5122128292891044,1.0984578129037255,New / Low-Engagement
CUST-11177,32.0,Male,Chicago,37889.91,Silver,Online,27,14,19,930.55,20.31,3,-0.37895444766504405,-1.4414566434721376,Young Digital Shoppers
CUST-10178,37.0,Female,Seattle,18125.31,Basic,Online,14,10,8,719.92,29.92,3,-1.1880911832955792,-0.9480189794189102,Young Digital Shoppers
CUST-10901,28.0,Female,Houston,43847.24,Basic,In-Store,2,127,3,58.55,62.35,0,-2.6855306919014943,1.5802772012599995,New / Low-Engagement
CUST-11169,19.0,Male,Phoenix,42445.47,Platinum,Online,14,31,9,970.71,52.84,3,-1.3747276535132904,-0.5805145627334425,Young Digital Shoppers
CUST-10191,55.0,Female,Houston,36121.41,Basic,Online,5,18,16,1067.77,36.94,4,-0.3405201500928724,-0.5347973904023048,Budget Shoppers
CUST-11111,30.0,Female,Austin,51939.4,Basic,In-Store,28,25,21,717.65,44.54,3,-0.2674327897071998,-1.1354023009159162,Young Digital Shoppers
CUST-10414,48.0,Female,Denver,93448.59,Basic,Online,39,3,28,4679.41,153.84,2,2.9789384555161766,-0.6567365040555705,High-Value Loyalists
CUST-10619,47.0,Female,Los Angeles,189491.87,Platinum,Online,13,68,5,3607.38,390.55,1,2.435094181462046,3.897856607814163,Occasional Big Spenders
CUST-10987,39.0,Female,Chicago,51851.2,Basic,Online,5,115,2,80.52,55.35,0,-2.1582442137422952,1.6563261674782856,New / Low-Engagement
CUST-10246,47.0,Male,Houston,38703.22,Silver,Online,32,43,17,320.11,16.67,4,-0.36795014490521094,-0.6931204636478693,Budget Shoppers
CUST-10218,51.0,Female,Austin,47693.575,Basic,In-Store,38,32,9,787.58,28.04,4,-0.010905724805173444,-0.3365144647455906,Budget Shoppers
CUST-10605,57.0,Female,Boston,95084.73,Basic,Online,18,43,4,2515.0,401.78,1,1.4700591844353101,2.574787679431798,Occasional Big Spenders
CUST-10490,35.0,Male,Miami,103004.4,Basic,Online,52,17,20,5097.6,157.35,2,2.79768667065877,-0.3025486888005273,High-Value Loyalists
CUST-10765,29.0,Male,Boston,45090.77,Gold,In-Store,7,56,3,153.69,75.01,0,-1.8646350319067058,0.476459773177957,New / Low-Engagement
CUST-10402,47.0,Female,Boston,74964.9,Basic,Online,29,22,26,4359.71,194.48,2,2.247157639209349,-0.20989667661654499,High-Value Loyalists
CUST-10992,28.0,Male,Austin,45921.89,Silver,Online,4,92,3,81.12,68.1,0,-2.2954879230636873,1.0483752570476539,New / Low-Engagement
CUST-10651,54.0,Male,New York,85699.24,Platinum,Online,17,101,3,3209.0,334.2,1,0.7865104240858373,3.1086108175188296,Occasional Big Spenders
CUST-10714,52.0,Female,Chicago,101940.75,Silver,Online,22,63,5,2103.01,377.26,1,1.1874335522164718,2.690241725946278,Occasional Big Spenders
CUST-10748,37.0,Female,Austin,47693.575,Basic,Online,7,102,1,184.05,75.97,0,-2.0611694239166325,1.4767464344694106,New / Low-Engagement
CUST-10670,46.0,Female,Seattle,146949.14,Silver,In-Store,13,75,4,1634.64,368.44,1,1.0791227441822817,3.429179256318265,Occasional Big Spenders
CUST-10708,55.0,Female,Boston,101461.59,Gold,In-Store,31,48,5,2639.72,309.39,1,1.612426815602442,2.104952743602276,Occasional Big Spenders
CUST-10872,48.0,Male,Atlanta,49679.03,Basic,In-Store,1,48,2,91.56,28.96,0,-1.5255715520566897,0.6512061178255752,New / Low-Engagement
CUST-10283,57.0,Male,Austin,40161.03,Gold,Online,28,13,20,702.39,25.86,4,0.3332436190343609,-1.0355611927992348,Budget Shoppers
CUST-10281,41.0,Male,Houston,40702.45,Basic,In-Store,31,9,11,598.5,28.38,4,-0.32984502856612685,-0.9705764379119722,Budget Shoppers
CUST-10653,58.0,Male,Atlanta,108367.77,Basic,Online,23,74,5,2730.55,468.84,1,1.78238816311465,3.4265199873268077,Occasional Big Spenders
CUST-10232,58.0,Female,Seattle,37192.21,Silver,Online,11,19,18,846.8,30.33,4,-0.1333960203341599,-0.6469860626851881,Budget Shoppers
CUST-10081,44.0,Female,New York,56348.8,Gold,Mobile App,32,26,13,865.5,27.95,4,-0.015308368820659717,-0.567089319311936,Budget Shoppers
CUST-10474,28.0,Male,Atlanta,67963.56,Gold,Mobile App,69,13,36,4160.96,151.48,2,2.824666399974599,-1.8827899195956714,High-Value Loyalists
CUST-10222,44.0,Female,Portland,31633.62,Basic,Online,12,22,9,467.28,40.92,4,-0.9959862637848669,-0.4522396590485628,Budget Shoppers
CUST-10473,53.0,Female,Atlanta,69491.35,Basic,Mobile App,18,4,19,4224.32,72.71,2,1.6642805917160113,-0.5219281165160515,High-Value Loyalists
CUST-10351,22.0,Female,Seattle,100118.58,Gold,Mobile App,37,6,35,3993.17,145.64,2,2.286240766023644,-1.3191482942695263,High-Value Loyalists
CUST-10392,51.0,Female,Los Angeles,88297.7,Basic,Online,50,11,30,3975.15,86.29,2,2.8622399198342334,-1.051255647030307,High-Value Loyalists
CUST-10229,42.0,Male,Atlanta,30271.17,Platinum,Online,15,15,14,709.68,32.89,4,-0.7059393049126109,-0.9174434702254761,Budget Shoppers
CUST-10624,49.0,Male,Boston,103548.7,Basic,Mobile App,3,100,6,3174.05,341.03,1,0.6707440958753519,3.2712859824811704,Occasional Big Spenders
CUST-10689,46.0,Female,Portland,150555.7,Basic,Online,34,64,5,1215.52,395.81,1,1.6671806745370545,3.1208046485357204,Occasional Big Spenders
CUST-10783,26.0,Female,Phoenix,49570.7,Basic,Online,4,93,1,181.28,56.62,0,-2.3755499032796656,1.118809835149784,New / Low-Engagement
CUST-10943,29.0,Female,Los Angeles,47205.37,Basic,Online,3,73,2,165.33,48.61,0,-2.167502707751423,0.7538240103054882,New / Low-Engagement
